productType,productName,price,url,description,terrain,abilityLevel,rockerType,shape,flexRating,materials,warranty
Snowboard,Burton Family Tree Hometown Hero Snowboard 2024,$659.95,https://www.evo.com/snowboards/burton-family-tree-hometown-hero-snowboard,"If you're the guy whispering in hushed tones about top secret lines, talking in hand signals known only to you and your tightest crew, we have the board for you. The Burton Family Tree Hometown Hero Snowboard is the choice of superlocals, hidden stashers, and all-season slashers. Designed to blast through bunk and lay waste to chunk on its way to the holy land of deep funk, the Hometown Hero is an all-around ripper's ride. A moderately stiff flex and directional camber profile combine with a little taper and a lotta setback for a ride that lays the hammer through pow and crud alike. You're never going to achieve hero status by dinking around: get charging!","Freeride, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,"Carbon, Wood",3 Years
Snowboard,CAPiTA Children Of The Pow Snowboard - Kids' 2023,$349.95,https://www.evo.com/snowboards/capita-children-of-the-pow-snowboard-kids,"Let's face it, powder is even better when you're a kid. That 4"" overnight refresh feels like double when you're less than 5' tall, so it helps to have gear to match the conditions. The CAPiTA Children Of The Pow Snowboard is an powder-specific youth deck for the next-generation of powder hounds. It features a lightweight FSC Certified Select 2.0 Core and Capita's Surf Rocker Profile for effortless turns in the deep.","All-Mountain, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Soft,Wood,2 Years
Snowboard,Roxy Smoothie C2 Snowboard - Women's 2023,$479.99,https://www.evo.com/snowboards/roxy-smoothie-c2-snowboard-womens,"Twin shapes are fun, but there's nothing like a directional all mountain board to make the most of your time on the mountain. The Roxy Smoothie C2 Snowboard combines a tapered shape with a setback stance for dreamy performance in powder, and has a solid medium-stiff flex for precision and stability in less than ideal conditions. C2 hybrid rocker and Magne-Traction® edges help you transition seamlessly from firm conditions to soft, making the Smoothie your one stop shop for everyday riding.","All-Mountain, Freeride",Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Yes. First Basic Snowboard - Kids' 2024,$279.95,https://www.evo.com/snowboards/yes-first-basic-snowboard-kids,"For the tweener with skillzz who's outgrown those cutsey kids boards and beats you down the hill, the Yes. First Basic Snowboard is the perfect foray into equipment with oomph. Constructed with Yes's signature design and an easy to maneuver flat rocker profile, the First Basic certainly won't be their last.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Medium,Wood,Limited Lifetime
Snowboard,GNU Banked Country Splitboard 2023,$999.99,https://www.evo.com/splitboards/gnu-banked-country-splitboard,"Lightweight, directional, poised. The GNU Banked Country Splitboard is based on the hardpack ripping, Banked Slalom winning resort shape, but refined to go places no banks have ever been formed. This board's smooth tapered geometry allows for unmatched float in untracked backcountry powder, and it's sturdy flex and progressive Magne-Traction edges allow for dialed performance on technical terrain. It gets you up so you can get down.",Splitboarding,Advanced-Expert,Camber/Rocker/Camber,Directional,Stiff,"Carbon, Wood",1 Year
Snowboard,Lib Tech Skunk Ape II C2X Snowboard - Blem 2023,$659.99,https://www.evo.com/snowboards/lib-tech-skunk-ape-ii-c2x-snowboard-blem,"The Lib Tech Skunk Ape II C2X Snowboard is a big resort board for big resort guys. This board was once a small child, a park rat twin that liked to bounce around on rails and jumps. But then one day, it started growing. First it grew big around the middle. But not fat, more like those dudes that lift barrels and rocks and stuff in strongman competitions. Sturdy. Then it got tall. Lanky through the trunk and with a big long nose. Finally it got strong as hell, and hairy, and just a little bit malodorous. The Skunk Ape was born. Nowadays it can be seen swinging from trees throughout the ski area, leaving monstrous bomb holes underneath powdery cliffs, denting downrails in the terrain park, and leaving trenches the size of snowmobile tracks across the groomers. *Please Note: This is a factory blem product and may have slight cosmetic issues that do not impact performance.*",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Stiff,"Basalt, Wood",1 Year
Snowboard,Season Aero Snowboard 2024,$599.00,https://www.evo.com/snowboards/season-aero-snowboard,"The Season Aero Snowboard is a rocket ship, surgeon’s scalpel, and artist’s paintbrush rolled into one. It’s that friend you can rely on to drop everything to go ride - the same one who makes you feel ten feet tall when things get spicy. Crafted with traditional camber and a powerful flex, it exudes confidence in rugged terrain and purrs when you open up the throttle to paint fast, clean arcs through the chop. Top to bottom, bell to bell, the Aero is built to fly.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Stiff,Wood,Limited Lifetime
Snowboard,Lib Tech T.Rice Orca Splitboard 2023,"$1,199.99",https://www.evo.com/splitboards/lib-tech-trice-orca-splitboard-2022,"They had to do it, and here it is: the Lib Tech T.Rice Orca Splitboard filets the favorite in twain, making the convertible pow killer the world has been waiting for. There's not much to say that you can't figure out on your own. This board is light, floaty, and ready for critical deep snow maneuvers in faraway places. Lib is offering the Orca split in three pow-ready sizes but only one speed: very very fast. Divide and conquer with this, the gnarliest splitboard in all the land. True open water domination is yours for the taking!",Splitboarding,Advanced-Expert,Camber/Rocker/Camber,Directional,Stiff,"Basalt, Wood",1 Year
Snowboard,Lib Tech Cortado C2 Snowboard - Blem - Women's 2023,$529.99,https://www.evo.com/snowboards/lib-tech-cortado-c2-snowboard-blem-womens,"No worries, easy handling, and smooth riding are what make the Lib Tech Cortado C2 Snowboard so great. This all-around all-mountain ride does it all with style and simplicity. It has a slightly tapered shape with just a bit of setback in the stance for control and power down groomers and steeps, but it's balanced with a forgiving-yet-firm flex profile and poppy tail that allow for playful creative riding when the mood hits you. Just like a well-made Cortado, this board is approachable, balanced, and totally delicious. *Please Note: This is a factory blem product and may have slight cosmetic issues that do not impact performance.*",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Jones Flagship Snowboard - Big Kids' 2024,$399.95,https://www.evo.com/snowboards/jones-flagship-snowboard-kids,"If floppy, tepid beginner boards are holding your little ripper back, it's time to put them on one that can hang with the bigger riders. The Jones Flagship Snowboard offers the same high-octane freeride performance as the full size version, with directional rocker and 3D Base Contour 1.0 shaping surfy turns in the deep and Traction Tech 3.0 edges for locking into carves and hanging on in optimistic situations. When their equipment is up to the task, there's no stopping their progression.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,Wood,3 Years
Snowboard,K2 Afterblack Snowboard 2023,$459.95,https://www.evo.com/snowboards/k2-afterblack-snowboard,"The big blunted tips and slightly upturned profile of the K2 Afterblack Snowboard just begs to be buttered. This freestyle deck is just soft enough to bend into, but with enough stiffness and camber to get a ton of energy out of on the rebound. It's perfect for sliding rails, pressing boxes, and sending sidehits and booters with creativity and finesse.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,Never Summer Harpoon Snowboard - Women's 2023,$589.99,https://www.evo.com/snowboards/never-summer-harpoon-snowboard-womens,"The Never Summer Harpoon Snowboard is one of the sharpest tools in your arsenal, slicing the snow with ease for super precise carves that keep you in your turns. Fusion rocker and a classic tapered design will make you want to hunt everything from pow to crud. Stability rules on this board. Never Summer recommends buying this beast at your normal size or shorter for maximum power transfer. Get out there and slice up the snow with the Never Summer Harpoon Snowboard.","All-Mountain, Freeride",Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,"Carbon, Wood",3 Years
Snowboard,Cardiff Lynx Boundary Snowboard 2023,$560.00,https://www.evo.com/snowboards/cardiff-lynx-boundary-snowboard,"The Cardiff Lynx Boundary Snowboard is built for riders of all abilities. This smooth twin tip floater features a paulownia and poplar core, with a soft flex and stable platform that turns easy and rips groomers like a dream. Whether you're hitting the slopes for the first time or love boards that are nimble and don't hook, it's the perfect choice for in bounds adventures big and small.","All-Mountain, Freeride",Beginner-Intermediate,Rocker/Camber/Rocker,True Twin,Soft,"Carbon, Wood",2 Years
Snowboard,Ride Smokescreen Snowboard 2023,$479.95,https://www.evo.com/snowboards/ride-smokescreen-snowboard-2023,"The Ride Smokescreen Snowboard brings freeriding to the people. Featuring a tapered directional shape inspired by the biggest and rowdiest big mountain boards in their lineup, but accompanied by a slightly mellower flex and more approachable price point, this board sits right in the sweet spot for many riders. Despite it's accessibility, Ride hasn't skimped out where it counts. The Smokescreen features the same camber-heavy profile, sintered base, and carbon reinforcement you'd find on any of Ride's highest end freeride boards, making this a perfect option for competent riders looking to expand their game to the highest peaks.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,K2 Vandal Snowboard - Boys',$269.95,https://www.evo.com/outlet/snowboards/k2-vandal-snowboard-boys-2022,"The K2 Vandal Snowboard is an ideal tool for youth progression, with its calculated twin shape and flat camber profile. Less body slams = more fun = kids who can't wait for the next day on the hill.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Soft,Wood,3 Years
Snowboard,Rome Gang Plank Snowboard 2023,$469.95,https://www.evo.com/snowboards/rome-gang-plank-snowboard,"Just like a gangplank bridges boats and land, the Rome Gang Plank Snowboard is your key to connecting the mountains and the stars. Bamboo Hot Rods and Omega Construction provide serious pop for maximum airtime and the twin shape lets you get creative with your landings. Flax impact plates dampen the crud and the Contact Rocker profile is responsive and playful so you can take your stunts to new heights.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Flat/Rocker,True Twin,Medium,"Bamboo, Wood",2 Years
Snowboard,Sims x evo UAP Snowboard 2024,$610.00,https://www.evo.com/snowboards/sims-x-evo-uap-snowboard,"Unidentified Aerial Phenomenon. The Sims x evo UAP Snowboard is today's version of the Shaun Palmer UFO model of old, a classic from a polarizing rider who pushed as many boundaries as he did buttons. It's a long-nosed twin made for freestyling, hot dogging, and all around snow-based hooliganism. Stiff and traditionally-cambered, it's all about that pop, and the throwback shape will have you hunting for silver tuxedos and hair dye. Laid up with an evo exclusive limited edition topsheet, the Sims x evo UAP Snowboard will help you throw it back in style.","All-Mountain, Freeride",Intermediate-Advanced,Camber,Directional Twin,Stiff,"Bamboo, Carbon, Wood",1 Year
Snowboard,Bataleon Stuntwood Snowboard - Kids' 2023,$329.95,https://www.evo.com/snowboards/bataleon-stuntwood-snowboard-kids,"The Bataleon Stuntwood Snowboard is a scaled-down Evil Twin that reeks of teenage terror. As a full-on park board, the Stuntwood comes loaded with a bulletproof Superslick Base, and catch-free 3BT™ with SideKick™ in the nose and tail. Built for the next generation of park rats, this is the board to push the freestyle boundaries ever further.","Freestyle, All-Mountain",Beginner-Intermediate,Camber,True Twin,Soft,"Polyurethane (PU), Wood",2 Years
Snowboard,Arbor Crosscut Camber Snowboard 2023,$549.95,https://www.evo.com/snowboards/arbor-crosscut-camber-snowboard,"It's camber, baby! But not just any camber, the kind that carves thick lines into groomers and pulls you out of your head and onto the fresh, cold corduroy. The Arbor Crosscut Camber Snowboard knows where it does best, and that's laying down turns that'll make your hands brush the twinkling snowflakes that sit atop those decedent grooves. With plenty of width to float in the fluff and a larger side cut that holds up to high speed turns and technical lines, this affordable resort board is every multi-tasking speed aficionado's dream.","All-Mountain, Freeride, Powder",Advanced-Expert,Camber,Directional,Stiff,Wood,3 Years
Snowboard,Burton Instigator PurePop Camber Snowboard 2024,$449.95,https://www.evo.com/snowboards/burton-instigator-purepop-camber-snowboard,"The Burton Instigator PurePop Camber Snowboard is the same relaxed and forgiving ride you know and love, but with the added snap of a cambered mid-section. The soft overall flex means lots of fun in fresh snow and less chance of body slams when it's hard, all good things. Burton doesn't cut corners when it comes to intermediate boards, and the Instigator PurePop features the same Super Fly® 800G core and Frostbite Edges as many of the more advanced options so you can relax and concentrate on the riding.",All-Mountain,Beginner-Intermediate,Flat/Camber/Flat,Directional,Soft,Wood,3 Years
Snowboard,Burton Skeleton Key Snowboard 2023,$579.95,https://www.evo.com/snowboards/burton-skeleton-key-snowboard,"Quiver indecision got you down? Easy, grab the Burton Skeleton Key Snowboard and know that you'll have what it takes to make the most of every day. Its tapered geometry and directional camber camber profile offer tons of float in pow without leaving you high and dry on hardpack. It slays slush like a champ, takes care of business in hairy terrain, and isn't above ripping a party lap or two through the park.","Freeride, Powder",Intermediate-Advanced,Rocker/Camber,Directional,Medium,Wood,3 Years
Snowboard,Salomon Craft Snowboard,$429.95,https://www.evo.com/outlet/snowboards/salomon-craft-snowboard-2023,"The Salomon Craft Snowboard is a do-it-all board for newbies and expert riders alike. Rock Out Camber and a medium flex are versatile enough for the park or off-piste exploring and the Popster and Aspen Strong cores add a little something extra to your turns and jumps. Cork rails are shock absorbing and planet-friendly, and the price is right in the sweet spot of quality and a solid deal, so you can master your craft without breaking the bank.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Medium,"Cork, Wood",2 Years
Snowboard,Cardiff Crane Enduro Splitboard 2023,$900.00,https://www.evo.com/splitboards/cardiff-crane-enduro-splitboard,"You love the idea of bringing your carefully cultivated bag of freestyle tricks to the BC, but first you need to get up the hill? The Cardiff Crane Enduro Splitboard was built with you in mind. The Enduro built is Cardiff's most durable and bombproof, the HALFcamber65 profile adds plenty of spice to your ride, and the Crane Enduro split flies uphill, well, like a bird.","Freestyle, All-Mountain, Splitboarding",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",2 Years
Snowboard,Yes. Typo Snowboard 2023,$499.95,https://www.evo.com/snowboards/yes-typo-snowboard,"Tihs swonbarod rpis. You read that right, the Yes. Typo Snowboard absolutely shreds. An directional all mountain twin, this resort freestyle flexer has medium bend to absorb side hit smacks and help guide your turns into the banked slalom Olympics. Whether you're cruising the greens with fam or hitting the steeper stuff on your days off, the Yes. Typo Snowboard is packed with everything you need for a good time.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,Wood,Limited Lifetime
Snowboard,K2 Lil Mini Snowboard - Little Boys' 2023,$210.00,https://www.evo.com/snowboards/k2-lil-mini-snowboard-little-boys,"The K2 Lil Mini Snowboard is just the ticket for young riders beginning their snowboarding careers. The Noodle Core construction and Catch-Free Rocker make the Lil Mini extremely forgiving, and a soft flex compliments the package perfectly to give your ripper a head start all over the mountain.","Freestyle, All-Mountain",Beginner-Intermediate,Rocker/Flat/Rocker,Directional Twin,Soft,Wood,3 Years
Snowboard,Lib Tech Ryme C3 Snowboard - Women's 2023,$529.99,https://www.evo.com/snowboards/lib-tech-ryme-c3-snowboard-womens-2023,"Find your rhythm on the Lib Tech Ryme C3 Snowboard. This high level freestyle deck combines Magne-Traction edges with the C3 camber for that special blend of pivot and power that Lib Tech freestyle boards are known for. It's grippy, poppy, and nimble, ready to float, slash, and rip it's way through any park or natural feature you find around the resort.",Freestyle,Intermediate-Advanced,Camber/Rocker/Camber,True Twin,Stiff,Wood,1 Year
Snowboard,Jones Solution Splitboard - Women's 2024,$979.95,https://www.evo.com/splitboards/jones-solution-splitboard-womens,"The problem may be unique to the First World, but it weighs heavily on our minds - how to get way up there so you can snowboard down? Jones has the answer in the Jones Solution Splitboard, and they do it arguably better than anyone else. This high performance backcountry tool pulls out all the stops when it comes to features designed to get you up and down in style and comfort - from the ""no hook"" 3D Contour Base to the Traction Tech 3.0 edge design for better traction on sidehills to the bomber stability derived from the Flax/Basalt Power Stringer layup. Get this Jones split and solve the problem the right way.",Splitboarding,Advanced-Expert,Rocker/Camber/Rocker,Directional,Stiff,"Basalt, Flax, Wood",3 Years
Snowboard,Jones Mountain Twin Splitboard 2023,$849.95,https://www.evo.com/splitboards/jones-mountain-twin-splitboard,"If you're dreaming riding to the backcountry like a snowboard park, then the Jones Mountain Twin Splitboard is for you. With a versatile CamRock profile and a mid-stiff flex, the Mountain Twin Split lets you lay down tricks, spins, and butters off every natural feature without sacrificing float in pow or stability for rough runouts. Built with freeride / freestyle pack inserts that let you switch up your stance as conditions change, the Mountain Twin Splitboard is the ultimate freestyle weapon for getting rad in the BC. If you're one of the 7% of backcountry riders who'll go backwards on purpose more than twice a season, this is the splitboard for you.",Splitboarding,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Stiff,"Metal, Wood",3 Years
Snowboard,Yes. Warca UnInc JPS Snowboard 2023,$599.95,https://www.evo.com/snowboards/yes-warca-uninc-jps-snowboard,"Short and wide pow board,? Pssh, maybe when pigs fly! The Yes. Warca UnInc JPS Snowboard makes it possible, with this spin on the iconic 420 board that brings a wide waist width and stout profile to Yes's super floaty Midbite profile. The Midbite has a deeper inlay on the front of the board than the back, giving it a tapered shape that absolutely rips.","Freeride, Powder",Advanced-Expert,Camber,Directional Twin,Stiff,"Bamboo, Wood",Limited Lifetime
Snowboard,Arbor Shiloh Rocker Snowboard 2024,$549.95,https://www.evo.com/snowboards/arbor-shiloh-rocker-snowboard,"Fed on a steady diet of park features and side hits, a solid freestyle board grew tired of the same old lines down manicured slopes and developed a hunger for more satiating meals. The Arbor Shiloh Rocker Snowboard is a big mountain twin, reinforced with bamboo and ready to devour the cliff drops and pow stashes at the grown-ups table. It's fast, stable, and smooth in natural terrain, but it hasn't forgotten its roots either. This full rockered shape is loaded with pop and well-balanced in the air, perfect for your all-mountain freestyle goals.","All-Mountain, Freeride",Advanced-Expert,Rocker,Directional Twin,Medium,"Bamboo, Wood",3 Years
Snowboard,Jones Ultra Mind Expander Snowboard 2024,$779.95,https://www.evo.com/snowboards/jones-ultra-mind-expander-snowboard,"No need to disappear into the desert on a vision quest; just strap into the Jones Ultra Mind Expander Snowboard for an afternoon and throw the doors of perception wide open. Blending a directional shape with 3D Contour Base 3.0 and a smooth rocker profile designed by legendary surf shaper Chris Christenson, this elite level charger exists at the hallowed intersection of burly freeride, creative freestyle, and good old fashioned pow-surfing. Built with Jones premium Ultra construction for durability and top-end capability, the Ultra Mind Expander will have you looking at the mountain from a whole new perspective. In the latest model the insert packs have been moved forward 20mm to give options for a more centered stance and added power at the end of a carve.","Freeride, Powder",Advanced-Expert,Rocker/Camber/Rocker,Directional,Stiff,"Bamboo, Basalt, Wood",3 Years
Snowboard,Ride Algorythm Snowboard 2023,$599.95,https://www.evo.com/snowboards/ride-algorythm-snowboard,"The Ride Algorythm Snowboard is a snowboarders' snowboard. Like the sport itself, from the parks it came and to the parks it shall return. But in between, it does a whole lot more. This directional twin is high performing yet approachable, blending the playful elegance of a freestyle jib stick with the casual competence of a sturdy all-mountain board. Utilizing a quadratic sidecut for easy and precise turning, plus a whole bunch of carbon fiber for dialed pop and response, the Algorythm is an easy choice for anytime styling on any terrain.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,Nitro Cinema Snowboard 2024,$459.95,https://www.evo.com/snowboards/nitro-cinema-snowboard,"Start stackin' clips this season with the versatile, progression-friendly Nitro Cinema Snowboard. A playful all-mountain board that's equally competent laying trenches down groomers as it is lapping the park, the Cinema offers a directional twin profile with a surfy, yet stable Gullwing rocker profile and radial sidecut.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional Twin,Medium,Wood,2 Years
Snowboard,Nitro Team Gullwing Snowboard 2023,$549.95,https://www.evo.com/snowboards/nitro-team-gullwing-snowboard,"The Team has been has been a staple of the Nitro lineup for well over a decade, and it's easy to see why. A set back stance on a twin shape, a solid medium flex, a fast base and semi-blunted tips: these things will never let you down. This Gullwing model comes with a hybrid rocker / camber profile, making it a little more playful and versatile than the full camber model. Whatever your flavor, whatever your style, the Nitro Team Gullwing Snowboard has everything you need to take the entire mountain by storm.",All-Mountain,Advanced-Expert,Camber/Rocker/Camber,Directional Twin,Stiff,Wood,2 Years
Snowboard,Burton Family Tree Hometown Hero Splitboard 2023,$939.95,https://www.evo.com/splitboards/burton-family-tree-hometown-hero-splitboard,"Reaching deep into the backcountry is where the Burton Family Tree Hometown Hero Splitboard thrives. Gripping the skin track, gliding up the hill, and then absolutely ripping down are just some of the features that'll knock your socks off. Equipped with a strong and lightweight FSC™ Certified Super Fly II™ 700G Splitboard Core, this split features carbon highlights to reduce weight and make your uphill a breeze.",Splitboarding,Intermediate-Advanced,Rocker/Camber,Directional,Stiff,"Carbon, Wood",3 Years
Snowboard,Rome Royal Snowboard - Women's 2023,$399.95,https://www.evo.com/snowboards/rome-royal-snowboard-womens,"The Rome Royal Snowboard is so good it deserves it's own tv special with Oprah. The soft flex and twin shape are easy for newbies to control and the flat camber makes for easier turn initiation as you start to master toeside and heelside. Bamboo hot rods are playful and snappy for better stunts as you progress, making this the perfect board to get you from the bunny hill to the back bowls, season after season.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Medium,Wood,2 Years
Snowboard,Rome Stale Crewzer Snowboard 2023,$529.95,https://www.evo.com/snowboards/rome-stale-crewzer-snowboard,"We all love pow days, but some years just don't deliver. The Rome Stale Crewzer is here for the rest of the time, when you're more focused on landing that 360 than getting first tracks. The Fusion Camber and Twin Carbon HotRods are poppy and responsive and impact plates dampen chatter on days when you just want to rip some corduroy. The SinterStrong base is fast and easy to repair too, so you can push this daily driver to the limit no matter the snowpack.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",2 Years
Snowboard,Nitro Team Pro Snowboard 2023,$599.95,https://www.evo.com/snowboards/nitro-team-pro-snowboard,"A staple of the lineup, the Nitro Team Pro Snowboard just plain gets it done. No matter what ""it"" happens to be. Nitro doesn't change too much on this board year after year, a classic example of ""if it ain't broke, don't fix it"". A bit set back on a twin shape, a straightforward cambered flex pattern, a fast base and semi-blunted tips: these things will never let you down. For this Team Pro version, however, Nitro added some top end beef: Diamond Band laminates for better feel at speed, and their Sintered Speed Fomula II Base to max out that velocity. More speed is never a bad thing!",All-Mountain,Advanced-Expert,Camber,Directional Twin,Stiff,Wood,2 Years
Snowboard,Arbor Single Camber Snowboard,$529.99,https://www.evo.com/outlet/snowboards/arbor-single-camber-snowboard-2022,"Powder. The magical blurring state between solid, liquid, and gas. The headspace where gravity and sanity collide, and in their union, there is a temporary absence of both. It is the dream that we all chase as we make our winter pilgrimages to the mountains, and it is an homage to this otherworldly phenomenon that Arbor has shaped the Arbor Single Camber Snowboard. The Arbor Single has a wide body, a big Thunderhead tip, and an aggressively tapered pintail to float through powder like the Silver Surfer on a nebula cloud. The setback stance and directional shape make the back foot sink and the front foot rise, giving you the leverage to lay down trenches through untouched blankets of holy-wow-I-must-be-dreaming. Drop in, spray clouds, become one with the snow singularity.","Freeride, Powder",Advanced-Expert,Camber,Directional,Medium,Wood,3 Years
Snowboard,Nitro The Quiver POW Snowboard 2023,$469.95,https://www.evo.com/snowboards/nitro-the-quiver-pow-snowboard,"Yeah we see you over there, with your raised eyebrows and your skepticism. What is UP with the tail shape on that Nitro The Quiver POW Snowboard? Nitro call it a tapered wing-swallowtail, and it's the real deal: seriously surfy in deep, low angle pow and quick turning when the trees get tight. Paired with a Trüe Camber profile on a wide, stubby shape, The Quiver POW delivers all the stability, float, and maneuverability you could ever dream of.",Powder,Advanced-Expert,Camber,Directional,Stiff,Wood,2 Years
Snowboard,Arbor Swoon Camber Splitboard - Women's 2023,$749.95,https://www.evo.com/splitboards/arbor-swoon-camber-splitboard-womens,"The Arbor Swoon is exactly the type of board you want your split to be based on - powerful, precise, reliable, and well-rounded. The Arbor Swoon Camber Splitboard has an intuitive and dependable feel that you will immediately trust on lines that push your comfort levels, whether that means opening up the throttle on high speed runouts, or dancing down narrow, technical chutes. It's lightweight on the skin track, grippy in spicy terrain, and energetic and floaty on mellow powder laps.",Splitboarding,Advanced-Expert,Camber,Directional Twin,Medium,"Bamboo, Wood",3 Years
Snowboard,K2 Geometric Snowboard 2023,$419.95,https://www.evo.com/snowboards/k2-geometric-snowboard,"The world is more than just jibs and kickers. There's also boxes, rails, half pipes, and side hits. Also friendship, community, love and all that stuff. But mostly boxes and rails. Unlock the whole world the moment you strap in to the K2 Geometric Snowboard. It's your key to discovering the joys of the terrain park. And who knows, maybe it'll help you find a bit more friendship and community along the way.",Freestyle,Beginner-Intermediate,Rocker/Camber/Rocker,True Twin,Medium,Wood,3 Years
Snowboard,Burton Family Tree 3D Double Dog Snowboard 2023,$659.95,https://www.evo.com/snowboards/burton-family-tree-3d-double-dog-snowboard,"Riding deep pow is a feeling that's hard to describe but impossible to forget. The Burton Family Tree 3D Double Dog Snowboard gives you more of that je ne sais quoi, with a 3D contoured ""V"" shape in the nose and a full concave tail that make this dog plane like a superboat bouncing along the lake surface at full tilt. Burton pays special attention to the fit and finish of the Family Tree boards - once you ride the Double Dog it'll be hard to go back.","Freeride, Powder",Intermediate-Advanced,Rocker/Camber,Directional,Stiff,"Carbon, Wood",3 Years
Snowboard,Lib Tech Dynasword C3 Snowboard - Big Boys' 2023,$399.99,https://www.evo.com/snowboards/lib-tech-dynasword-c3-snowboard-big-boys-2023,"The Lib Tech Dynasword C3 Snowboard is a directional freeride board for riders that rip hard enough to need the top-level boards, but aren't yet big enough to fit any of the sizes. It's only for kids, but charges so hard, many adult riders wish it came in bigger sizes. The TNT base, C3 camber, and smooth mid-stiff flex combine to make the Dynasword edgy, stable, and fast.","All-Mountain, Freeride",Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Salomon Oh Yeah Snowboard - Women's 2024,$399.95,https://www.evo.com/snowboards/salomon-oh-yeah-snowboard-womens,"Take your riding to the next level with the Salomon Oh Yeah Snowboard. This women's freestyle board is designed with a medium-soft flex and Rock Out Camber for versatility all over the mountain. Equipped with Popster core and rubber pads underfoot for extra durability when you start sending it, you'll be popping off side hits and sending it with speed in no time.",Freestyle,Beginner-Intermediate,Rocker/Camber/Rocker,True Twin,Medium,Wood,2 Years
Snowboard,K2 Spellcaster Snowboard - Women's,$459.95,https://www.evo.com/outlet/snowboards/k2-spellcaster-snowboard-womens-2022,"Designed by ladies who rip for ladies who rip, the K2 Spellcaster Snowboard compliments a smooth and balanced riding style with tons of pop and quick edge-to-edge transitions. Carbon DarkWeb™ construction delivers energy and power, along with a symmetrical rocker-camber-rocker profile for snappy performance coming and going.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Medium,"Carbon, Wood",3 Years
Snowboard,Rome Muse Snowboard - Women's 2023,$449.95,https://www.evo.com/snowboards/rome-muse-snowboard-womens,"Think Patti Smith and Robert Mapplethorpe, Andy Warhol and Edie Sedgewick. This board is designed to inspire your artistic expression on the mountain, whether you're laying perfect carves or popping off lips. The directional twin shape is versatile enough to express your most creative ideas and the fusion camber provides a solid, stable foundation. Twin Bamboo Omega HotRods are snappy and responsive for a playful, unique ride that just might inspire the next masterpiece.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Bamboo, Wood",2 Years
Snowboard,Yes. Basic Snowboard 2023,$429.95,https://www.evo.com/snowboards/yes-basic-snowboard,"Sometimes the simplest things are the best, and the Yes. Basic Snowboard is no exception. Coming in with a versatile mid flex and classic CamRock profile, the Basic is a classic twin shape for riders of all stripes. This board will satisfy everyone from newbies learning the ropes to veterans tearing it up on the slopes.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,True Twin,Medium,Wood,Limited Lifetime
Snowboard,Salomon Huck Knife Pro Snowboard 2023,$599.95,https://www.evo.com/snowboards/salomon-huck-knife-pro-snowboard,"The Salomon Huck Knife Pro Snowboard is the high-performance board you need for steezy park riding. Quad Camber is stable, snappy, and more forgiving than traditional camber boards and the Popster core provides the perfect medium flex underfoot. Ghost Carbon Beams and Damplifier Lite honeycombs in the tip and tail give the Huck Knife Pro huge pop and diminished swing weight for maximum control in the air.",Freestyle,Advanced-Expert,Rocker/Camber/Rocker,True Twin,Very Stiff,"Carbon, Cork, Wood",2 Years
