productType,productName,price,url,description,terrain,abilityLevel,rockerType,shape,flexRating,materials,warranty
Snowboard,Ride Zero Snowboard 2023,$499.95,https://www.evo.com/snowboards/ride-zero-snowboard-2023,"A newer addition the Ride's freestyle lineup, the Ride Zero Snowboard is a scaled down version of the superpowered Benchwarmer board. This unisex board has an asymmetrical quadratic sidecut, meaning it has three different turn radii on each edge, for six different radii all together. The on-snow translation? It turns really good. It's formulated for easy turn initiation, seamless edge transfer, and dialed-in edge hold once it's where you want it to be. Paired with a park friendly twin shape and a medium flex, the Zero enables huge progression in the park and tons of fun across the whole mountain.",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,"Asymmetrical, True Twin",Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,Salomon Assassin Snowboard,$549.95,https://www.evo.com/outlet/snowboards/salomon-assassin-snowboard-2023,"The Salomon Assassin Snowboard is the type of board that can handle anything the mountain throws at you. A versatile freestyle board with a directional twin shape, the Assassin is a hybrid of Salomon's most progressive powder board and freestyle board constructions. Quadralizer sidecut is optimized for high-speed carving and the Popster Eco Booster core will give you the snap you need for maximum air. Right at home going mach 10 on groomers, but still maneuverable enough to pick your way through tight terrain, the Salomon Assassin Snowboard is the aggressive park rider's all-mountain GOAT.","Freestyle, All-Mountain",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Stiff,"Bamboo, Carbon, Cork, Wood",2 Years
Snowboard,K2 Antidote Snowboard 2023,$599.95,https://www.evo.com/snowboards/k2-antidote-snowboard,"The K2 Antidote Snowboard is here to cure what ails you. It's stiff and slightly setback for hard charging, down-the-line ripping, but aside from that, you wouldn't be out of line to think this looks like a park board. It's full cambered and symmetrically shaped, making it snappy through turns and balanced in the air. Whether you're throwing freestyle tricks into the powder, playfully slaying big mountain lines, or just attacking the park and the rest of the mountain with equal intensity, the Antidote is the perfect new alternative to the tired choice between directional beefcakes and super soft park twins,.",All-Mountain,Advanced-Expert,Camber,Directional Twin,Stiff,"Bamboo, Carbon, Wood",3 Years
Snowboard,Lib Tech T.Rice Pro HP C2 Snowboard 2023,$659.99,https://www.evo.com/snowboards/lib-tech-trice-pro-hp-c2-snowboard-2023,"The Lib Tech T.Rice Pro HP C2 Snowboard is Travis Rice's everyday resort ripper. Designed to be ridden in the park and the rest of the mountain with equal ease, but to hold up to the most aggressive riding on the planet, the T.Rice Pro is a unique blend of hard-charging and playful. If you want one board you can reach for anytime you're riding lifts that will never leave you feeling over-encumbered or under-gunned, this is just the thing for you.","Freestyle, All-Mountain, Freeride",Advanced-Expert,Camber/Rocker/Camber,True Twin,Stiff,"Basalt, Wood",1 Year
Snowboard,GNU Asym Ladies Choice C2X Snowboard - Women's 2023,$629.99,https://www.evo.com/snowboards/gnu-asym-ladies-choice-c2x-snowboard-womens-2023,"The GNU Ladies Choice Asym C2X Snowboard breaks out all the stops, incorporating all of the highest end materials and signature tech that GNU is known for. It uses an asymmetrical design for easy, powerful turns, Magne-Traction edges for insane grip, a hybrid C2x Banana profile for tons of pop and pivot, and finishes this off with Carbon Power bands for a little extra oomph. And of course, the board is Mervin Made, so it's all done by hand in the great state of Washington using the most eco-friendly methods possible. The end result is a premier all-mountain freestyle deck that handles anything with explosive style and unlimited fun.","Freestyle, All-Mountain",Intermediate-Advanced,Camber/Rocker/Camber,"Asymmetrical, True Twin",Medium,"Carbon, Wood",1 Year
Snowboard,Ride Agenda Snowboard 2023,$419.95,https://www.evo.com/snowboards/ride-agenda-snowboard-2023,"Simple, smooth, and multi-directional. The Ride Agenda Snowboard is an entry level twin shape with a soft flex, dependable feel, and easy riding characteristics that make it a winner for progression in the park on across the mountain. If you are looking for a board that will have you riding better in no time, and possibly have an eye on the freestyle features, this is the one for you.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,True Twin,Soft,Wood,3 Years
Snowboard,Rome Artifact Pro Snowboard 2023,$499.95,https://www.evo.com/snowboards/rome-artifact-pro-snowboard,"In 1,000 years, when the mountains are barren and no one remembers what it was like to slide on snow, archaeologists will unearth a Rome Artifact Pro Snowboard and marvel at its features. The Artifact Pro picks up where the Artifact left off, with its tried-and-true twin shape, classic camber, and flax impact plates. Double Kick rise in the nose and tail makes presses and landings even simpler and a carbon HotRod in the core provides a snappy feel that's begging to butter or launch you further into the air. Your tricks may be lost to time but at least your board can show what a shredder you were, so grab the Artifact Pro and make your mark on history.",Freestyle,Advanced-Expert,Camber,True Twin,Medium,"Carbon, Wood",2 Years
Snowboard,GNU GWO BTX Snowboard 2023,$459.99,https://www.evo.com/snowboards/gnu-gwo-btx-snowboard-2023,"The GNU GWO BTX Snowboard is built around the simple excellence of Banana Technology. This unique snowboard design places a small pocket of camber under each foot for power and edgehold, and one mild pocket of rocker in between them, creating a catch-free, easy pivoting feel at the apex of your turns. In addition to enabling loose, skate-inspired styles in the terrain park, Banana Tech also makes all-mountain progression a breeze. The GWO turn easily, holds speed well, and is just plain fun to ride.","Freestyle, All-Mountain",Beginner-Intermediate,Camber/Rocker/Camber,True Twin,Medium,Wood,1 Year
Snowboard,Arbor Westmark Camber Frank April Snowboard 2023,$549.95,https://www.evo.com/snowboards/arbor-westmark-camber-frank-april-snowboard-2023,"Steamy hot and fresh from the oven, the Arbor Westmark Camber Frank April Snowboard serves up melty freestyle goodness for the whole crew to enjoy. With a new flip tip that provides extra pop and power, This jib board has full rocker for easy skate-style tricks and park riding. It's super stable on rails and landings, pops nollies like a dream, and doesn't mind a fast ride down the runout, no chatter in sight.","Freestyle, All-Mountain",Intermediate-Advanced,Camber,True Twin,Medium,Wood,3 Years
Snowboard,Arbor Westmark Rocker Frank April Snowboard 2023,$549.95,https://www.evo.com/snowboards/arbor-westmark-rocker-frank-april-snowboard-2023,"Riding the Arbor Westmark Rocker Frank April Snowboard feels like what would happen if you could take your skateboard down to your favorite point break and start tail sliding the lip of every wave that rolls through. With a redesigned tip and tail profile that provides an even more powerful and poppy ride, the full rocker profile gives it a super flowy feeling, easy turn initiation, and a bit of float when the snow starts falling. But first and foremost, this thing is all about freestyle. The sturdy medium flex pattern makes this a perfect board for all mountain jibbing and park progression, from the park to the street and beyond.","Freestyle, All-Mountain",Advanced-Expert,Rocker,True Twin,Medium,Wood,3 Years
Snowboard,Arbor Ethos Snowboard - Women's,$399.99,https://www.evo.com/outlet/snowboards/arbor-ethos-snowboard-womens-2022,"They say a journey of a thousand miles begins with a single step. And for snowboarding, that first step is a heck of a lot easier on the Arbor Ethos Snowboard. This snowboard is the perfect platform on which to perfect the craft of sliding sideways on frozen water. It has a fully rockered profile, which means the edges curve away from the snow instead of towards it, so turn initiation is easy and catch free. The flex of the board is smooth and soft for easy rideability, and the build itself is done as sustainably as possible, which doesn't do anything to make the board easier to ride, but does make it easier for all of us to keep riding further into the future. That's a big win for everyone!",All-Mountain,Beginner-Intermediate,Rocker,Directional Twin,Soft,Wood,3 Years
Snowboard,Lib Tech Dynamiss C3 Snowboard - Women's 2023,$549.99,https://www.evo.com/snowboards/lib-tech-dynamiss-c3-snowboard-womens-2023,"The Lib Tech Dynamiss C3 Snowboard is a powerful, directional freerider that's surprisingly easy to pilot for how hard it rips down the line. Magne-Traction edges and C3 camber are a recipe for strong, assertive riding on groomers and chopped up snow, and when combined with the slightly set back stance and wide nose, this board handles smooth powder days just as well. But it's far from some lifeless, aggro plank. The Dynamiss is playful, trickable, and a ton of fun for any day on the mountain.","All-Mountain, Freeride",Intermediate-Advanced,Camber/Rocker/Camber,Directional,Medium,Wood,1 Year
Snowboard,Ride Superpig Snowboard 2023,$589.95,https://www.evo.com/snowboards/ride-superpig-snowboard-2023,"It's no secret now that short, fat boards are where it's at. For spring slush slashing, groomer goofing, and powder pilfering, these volume shifted shapes offer unbeatable fun. But the Ride Superpig Snowboard is more than just a good times mess-around board. Think of this as the little pig that built the brick house at the end of the story. Sure he's short and chubby, and probably super fun at parties, but he's also the one you can count on when the big bad wolf of winter is huffing and puffing feet of snow outside your door. He offers all of the nimble directional goodness of his less responsible siblings, but in a bomber shell that keeps things airtight when it's business time.",All-Mountain,Advanced-Expert,Rocker/Camber,Directional,Stiff,"Bamboo, Carbon, Wood",3 Years
Snowboard,Nitro Team Snowboard 2023,$549.95,https://www.evo.com/snowboards/nitro-team-snowboard,"The Team has been has been a staple of the Nitro lineup for well over a decade, and it's easy to see why. A set back stance on a twin shape, a straightforward Trüe Camber profile and flex to match, a fast base and semi-blunted tips: these things will never let you down. Whatever your flavor, whatever your style, the Nitro Team Snowboard has everything you need to take the entire mountain by storm.",All-Mountain,Advanced-Expert,Camber,Directional Twin,Stiff,Wood,2 Years
Snowboard,Arbor Poparazzi Camber Snowboard - Women's 2023,$449.95,https://www.evo.com/snowboards/arbor-poparazzi-camber-snowboard-womens,"No cameras please, the Arbor Poparazzi Camber Snowboard is all you need for a great day on the mountain. Progrssing riders can enjoy a crisp day on edge evading pesky onlookers and those pesky riders that cut you off thanks to it's responsive and crisp System Camber. This is an all mountain twin that provides great value for every day resort riding. You might want to blend in, but your riding will stand out, beautifully.",All-Mountain,Intermediate-Advanced,Camber,Directional Twin,Medium,Wood,3 Years
Snowboard,Nitro Cinema Snowboard,$399.95,https://www.evo.com/outlet/snowboards/nitro-cinema-snowboard-2022,"If your ambitions have grown beyond the confines of the small screen, the Nitro Cinema Snowboard will take you all the way to the big time. Nitro have paired an all terrain build with a soft, park friendly flex and buttery Gullwing Rocker for a board that's equally competent laying trenches down groomers as it is lapping the park. From jump lines to handrails, pow turns to spring wiggles, the Cinema is ready for action.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional Twin,Medium,Wood,2 Years
Snowboard,Nitro Dropout Snowboard 2023,$499.95,https://www.evo.com/snowboards/nitro-dropout-snowboard,"Step in and drop out of the rat race! The Nitro Dropout Snowboard is for evolved deadbeats who know the real memories are formed lacing turns on sleeper midweek pow days, not twiddling thumbs behind a particle board desk. Designed as a more accessible, affordable cousin of the Squash, this board blends a directional, pow friendly shape with tons of all mountain capability. Power Pods offer reliable edge hold no matter how icy the conditions, while a Dual Degressive Sidecut keeps the ride loose and surfy.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,Wood,2 Years
Snowboard,Salomon Highpath Snowboard 2023,$649.95,https://www.evo.com/snowboards/salomon-highpath-snowboard,"Take the high route with the Salomon Highpath Snowboard. The Highpath is the culmination of Salomon's sustainability efforts paired with their years of making the ultimate performance boards. Eco-friendly and recycled materials in the core, topsheet, base, and edges are kind to the earth without sacrificing shredability. The classic Rock Out Camber and stiff flex are made for high-speed stability and the Popster core with C/FX Basalt add powerful response to your turns and side hits. Carpooling is great, but it's time to take your stewardship to the next level with the Highpath snowboard.","All-Mountain, Freeride",Advanced-Expert,Rocker/Camber/Rocker,Directional,Stiff,"Basalt, Carbon, Wood",2 Years
Snowboard,Season Pass Splitboard 2023,$999.00,https://www.evo.com/splitboards/season-pass-splitboard,"If you thought Austin Smith was going to stop at the ropeline and let someone else plunder the deep stuff, you thought wrong. The Season Pass Splitboard is a one-way ticket to backcountry nirvana designed to make the most out of life on the skin track. Based on the all terrain Nexus snowboard, the Season Pass brings powder to the people with a versatile directional twin shape and sizing appropriate for both men and women, young and old. Throw in some pre-cut climbing skins and a durable layup engineered for longevity, and you've got the perfect platform to earn your turns season after season.",Splitboarding,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,Wood,Limited Lifetime
Snowboard,Ride Splitpig Splitboard 2023,"$1,049.95",https://www.evo.com/splitboards/ride-splitpig-splitboard,"This little piggy went to market, this little piggy went to school, this little piggy went into the high alpine and did something wayyy cool. With its signature short and wide profile, the acclaimed Ride Warpig always looked like it would make a killer split, so cutting that squeeler in half was a no brainer. The Ride Splitpig Splitboard borrows the same shape and flex, with a directional hybrid camber profile for grip on the climb and Performance™ Core construction for strength on the way down. It even includes pre-cut skins and pucks built to accommodate a variety of binding systems. The skin track won't know what hit it - this is the split you've been waiting for.",Splitboarding,Advanced-Expert,Rocker/Camber,Directional,Medium,"Bamboo, Carbon, Wood",3 Years
Snowboard,Ride Manic Snowboard 2023,$429.95,https://www.evo.com/snowboards/ride-manic-snowboard-2023,"Despite its name, the Ride Manic Snowboard is as steady as they come. This easy riding directional snowboard is the perfect all-mountain progression machine. It has a smooth flex that bends easily into any turn shape, provides plenty of edge hold thanks to its cambered midsection, and allows for catchless turn initiation thanks to the rockered tip. If you're looking for a board to help you thrive all over the resort, mastering groomers and stepping up to the steeps, the Manic is the magic you've been seeking.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,Directional,Soft,"Carbon, Wood",3 Years
Snowboard,Ride Peace Seeker Snowboard 2023,$599.95,https://www.evo.com/snowboards/ride-peace-seeker-snowboard-2023,"Every year we make our pilgrimage. From the low places fit for human habitation, we venture forth to isolated peaks crowned only by jagged rock and gusting snow. Ask each nomad what fuels their journey and you'll get different answers: adrenaline, excitement, comradery, fun. But in one way or another, we're all up there seeking solace. And when we drop down below the peaks, into the bounty that cold winter has whipped up for us, we find a place at the apex of each turn that is free from thought, resistant to distraction, and utterly complete within itself. In pursuit of this voyage to chase the special serenity than can only be found at high speeds and in deep powder, we give you the Ride Peace Seeker Snowboard.","Freeride, Powder",Advanced-Expert,Rocker/Camber,Directional,Stiff,"Bamboo, Carbon, Wood",3 Years
Snowboard,Arbor Formula Rocker Snowboard 2023,$449.95,https://www.evo.com/snowboards/arbor-formula-rocker-snowboard-2023,"The best formulas are pretty simple. Peanut butter and jelly, pizza and beer, and there's probably even some non-food combos that are successful. The Arbor Formula Rocker Snowboard utilizes one such recipe: an all mountain twin shape, a manageable flex, and a lively core. Pointy swallowtails and pure park boards are great, but take them out of their element and their shine dulls a bit. The Formula leverages decades of real life results and decides not to mess with what works. Pick your size and call it good: your board is going to rip today!",All-Mountain,Intermediate-Advanced,Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,Lib Tech Skunk Ape II C2X Snowboard 2023,$659.99,https://www.evo.com/snowboards/lib-tech-skunk-ape-ii-c2x-snowboard-2023,"The Lib Tech Skunk Ape II C2X Snowboard is a big resort board for big resort guys. This board was once a small child, a park rat twin that liked to bounce around on rails and jumps. But then one day, it started growing. First it grew big around the middle. But not fat, more like those dudes that lift barrels and rocks and stuff in strongman competitions. Sturdy. Then it got tall. Lanky through the trunk and with a big long nose. Finally it got strong as hell, and hairy, and just a little bit malodorous. The Skunk Ape was born. Nowadays it can be seen swinging from trees throughout the ski area, leaving monstrous bomb holes underneath powdery cliffs, denting downrails in the terrain park, and leaving trenches the size of snowmobile tracks across the groomers.",All-Mountain,Intermediate-Advanced,Camber/Rocker/Camber,Directional,Stiff,"Basalt, Wood",1 Year
Snowboard,Nitro Drop Snowboard - Women's 2023,$489.95,https://www.evo.com/snowboards/nitro-drop-snowboard-womens,"The Nitro Drop Snowboard is a smooth-riding directional board for riders that don't need to get lost in quiver choice paralysis every weekend. This is daily driver material: a board that excels in deep snow, but also kills it on groomers and in the park. Its radial sidecut is as predictable as the sunrise, its base is fast as they come, and it's pretty darn pleasing to the eye. In other words: dependable, capable, and stylish - just like you. How uncanny.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Medium,Wood,2 Years
Snowboard,Ride Psychocandy Snowboard 2023,$519.95,https://www.evo.com/snowboards/ride-psychocandy-snowboard-2023,"Based on the insanely popular Warpig model, the Ride Psychocandy Snowboard brings the same all-mountain, volume-shifted excellence to a narrower platform, with smaller sizes available for riders who can't find the right fit with the OG Pig. In addition to its inclusive size range, the Psychocandy also has a slightly more tapered tip and cutout tail, adding easy pivoting in powder and even more playful riding through slush and groomers. It's insanely fun in any conditions, and especially sweet on the feet of a jib-happy all mountain rider with a flair for speed.",All-Mountain,Intermediate-Advanced,Rocker/Flat/Rocker,Directional,Medium,"Carbon, Wood",3 Years
Snowboard,GNU Money C2E Snowboard 2023,$449.99,https://www.evo.com/snowboards/gnu-money-c2e-snowboard-2023,"The GNU Money C2E Snowboard is value packed and ready to smash a terrain park near you. This bomber twin is as poppy and nimble as they come, built for easy styling fun across the mountain. The Banana Tech hybrid rocker profile makes it super easy to smear and press on boxes and rails, and the bomber construction makes it durable enough to keep doing it for seasons to come.",Freestyle,Intermediate-Advanced,Camber/Rocker/Camber,True Twin,Medium,Wood,1 Year
Snowboard,GNU FB Head Space Asym C3 Snowboard 2023,$559.99,https://www.evo.com/snowboards/gnu-fb-head-space-asym-c3-snowboard,"Get your head in the game with the GNU FB Head Space Asym C3 Snowboard. This mind expanding freestyle twin uses asymmetrical sidecuts to give you power in the heels and finesse in the toes. This lets you pump, surf, and pop with insane levels of energy, as well as making something as simple as carving a groomer into a unique delight. It's optimized for the street sessions, park laps, and side hit shenanigans that characterize Forest Bailey's approach to the sport, and will help you push yourself in any discipline.",Freestyle,Advanced-Expert,Camber/Rocker/Camber,Asymmetrical,Medium,Wood,1 Year
Snowboard,Rome Artifact Snowboard 2023,$429.95,https://www.evo.com/snowboards/rome-artifact-snowboard,Make sure your shredding skills go down in history with the Rome Artifact Snowboard. Double Kick rise in the nose and tail is made for presses and forgiving landings and the soft flex lets you get creative with your stunts. Flax impact plates absorb chatter and hard landings so you can go even bigger and the Bamboo HotRods provide crucial snap to your jumps for maximum glory.,Freestyle,Intermediate-Advanced,Camber,True Twin,Medium,"Bamboo, Wood",2 Years
Snowboard,Arbor Coda Camber Snowboard 2023,$599.95,https://www.evo.com/snowboards/arbor-coda-camber-snowboard-2023,"In music, a coda wraps up a song. Put a bow on it and lets you know ""we're done here."" The Arbor Coda Camber Snowboard isn't the end of snowboarding design, but it's pretty dang perfect. This legendary big mountain twin is built from the ground up with sustainable materials and manufacturing processes: recycled steel edges, recycled ABS sidewalls, biodegradable wax, and most notably of all, the Rise Above Plastics topsheet Everything about the Coda is exquisitely crafted for performance, beauty, and sustainability, never sacrificing one for the sake of the other. And that balanced design carries over to the ride characteristics of the Arbor Coda Camber Snowboard. It's a twin shaped board that's a pure joy to ride in any conditions, but particularly shines when brought to play with big snow, big features, and big speed. The End.","All-Mountain, Freeride",Advanced-Expert,Camber,Directional Twin,Medium,"Bamboo, Wood",3 Years
Snowboard,Arbor Swoon Rocker Snowboard - Women's 2023,$549.95,https://www.evo.com/snowboards/arbor-swoon-rocker-snowboard-womens-2023,"The Arbor Swoon Rocker Snowboard is a twin shaped board that surfs better than any twin has a right to. The long, powerful shape and smooth rocker lines make this board glide through untracked snow like a fish through water, but also give it incredible responsiveness and flow through tighter, technical terrain. If you need one tool to enable all of your freeride pursuits with composure and grace, the Swoon is the one for you.","All-Mountain, Freeride",Advanced-Expert,Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,Season Forma Snowboard 2024,$699.00,https://www.evo.com/snowboards/season-forma-snowboard,"You know it when you feel it - a Platonic ideal brought to life for a few fleeting moments of gravity fed bliss. Like the Wizard of Oz bursting into technicolor after a lifetime of sepia, the perfect turn changes everything. The Season Forma Snowboard is crafted to seek it wherever it lies, with a volume shifted swallowtail design that harks back to the early days of surf shaping. This throwback pow shape offers dolphin-like agility in deep snow, but crank it up to speed on firmer ground and the Forma gives as good as it gets, begging you to get low and drag a hand.","Freeride, Powder",Intermediate-Advanced,Rocker/Camber/Rocker,Directional,Stiff,Wood,Limited Lifetime
Snowboard,Nitro Ripper Snowboard - Little Kids' 2023,$219.95,https://www.evo.com/snowboards/nitro-ripper-snowboard-little-kids,"Kids with the mindset to succeed in snowboarding generally do, provided they have the right gear and patient instruction. Get them in on the good stuff from the start with the Nitro Ripper Snowboard and watch them fly. With a forgiving rocker-flat-rocker Flat Out profile and a twin shape that won't prevent them from sliding either way, this is the way to get them up and ripping ASAP.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Soft,Wood,2 Years
Snowboard,Ride Zero Jr Snowboard - Kids' 2023,$279.95,https://www.evo.com/snowboards/ride-zero-jr-snowboard-kids,"The Ride Zero Jr Snowboard continues the grownup Zero's mission of inclusivity and accessibility by offering the same asymmetrical freestyle goodness in even more sizes. By adding the Zero Jr into the mix, any rider who wants one can have access to a rippin' asym twin. This board is fully featured, super durable, and a ton of fun for any smaller rider who wants playful carving feels and high end park performance.",All-Mountain,Beginner-Intermediate,Rocker/Camber/Rocker,"Asymmetrical, True Twin",Soft,Wood,3 Years
Snowboard,Rome Mechanic Snowboard 2023,$399.95,https://www.evo.com/snowboards/rome-mechanic-snowboard,"The Rome Mechanic Snowboard is a jack of all trades, the kind of board that's as comfortable on the bunny hill as it is in the park. The Contact rocker profile is easy to turn and the poplar Stompcore is stable and responsive. Bamboo Hot Rods add a little bit of snap as you start popping off side hits and the durable Impact base will see you through it all.",All-Mountain,Beginner-Intermediate,Rocker/Flat/Rocker,True Twin,Medium,"Bamboo, Wood",2 Years
Snowboard,Nidecker Venus Snowboard - Women's 2023,$399.95,https://www.evo.com/snowboards/nidecker-venus-snowboard-womens,"An all-mountain ripper of a board with no bad habits, the Nidecker Venus Snowboard doesn't snore or leave its clothes lying in the hallway. All it does is handle all manner of snow and terrain with a lively, poppy personality that makes snowboarding fun day in and day out. Directional CamRock delivers the perfect mix of edgehold and surfiness, and a flex of ""6"" is a great compromise between ""surfy"" and ""chargey.""",All-Mountain,Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Medium,"Carbon, Wood",3 Years
Snowboard,Nitro Prime Raw Snowboard 2023,$329.95,https://www.evo.com/snowboards/nitro-prime-raw-snowboard,The Nitro Prime Raw Snowboard is a quiver busting all mountain ripper for riders seeking one board to rule them all. A directional twin shape combines with Nitro's snappy Power Core construction and Flat Out rocker profile for a versatile ride that serves up the goods in any conditions.,All-Mountain,Intermediate-Advanced,Rocker/Flat/Rocker,Directional Twin,Medium,Wood,2 Years
Snowboard,CAPiTA Mega Split Splitboard 2023,"$1,499.95",https://www.evo.com/splitboards/capita-mega-split-splitboard,"Get on that new new, the CAPiTA Mega Split Splitboard is mega light, mega strong, and mega ready for your big time adventures. Inspired by their signature Mercury shape, CAPiTA's latest offering is custom engineered to be featherlight without compromising downhill performance, so your day on the skin track can be just as enjoyable as the shred down. Crafted with a paulownia and poplar 3D Ascend 1 Split Core and a Megalite Skin™ Topsheet, this layup saves weight while retaining the poppiness and solid board feel you love. The Mega Split comes with pre-cut Union Expedition Skins, allowing you to hit the skin track in record time.",Splitboarding,Advanced-Expert,Rocker/Camber/Rocker,Directional,Medium,"Carbon, Wood",2 Years
Snowboard,Burton Cartographer Snowboard 2024,$499.95,https://www.evo.com/snowboards/burton-cartographer-snowboard,"Where to next? No need to rely on the trail map for your next move - the Burton Cartographer Snowboard has the answers you seek. This pow-friendly all mountain shape is engineered to explore the all the nooks and crannies of your local hill. It comes with a bomber Super Fly® 800G core, powerful Triax™ glass laminates, a stiff, chunder-busting forebody, and a slightly tapered shape to keep that nose up when the going gets deep. Whichever direction you're headed, the Cartographer will help you find the goods.","All-Mountain, Freeride",Intermediate-Advanced,Rocker/Camber/Rocker,Directional Twin,Stiff,Wood,3 Years
Snowboard,Arbor Poparazzi Rocker Snowboard - Women's 2023,$449.95,https://www.evo.com/snowboards/arbor-poparazzi-rocker-snowboard-womens,"Yes, love it, that's the angle! When you show off your Arbor Poparazzi Rocker Snowboard to the tabloids, every photo is worth top dollar. System Rocker gives progressing riders a surfy, buttery ride on a twin platform that rides backwards, forwards, and whatever you do in between. Whether you're working the side hits, showing off your groomer cred, or strategically revealing your favorite stash, the Poparazzi is guaranteed front page.",All-Mountain,Intermediate-Advanced,Rocker,Directional Twin,Medium,Wood,3 Years
Snowboard,GNU Barrett C3 Snowboard - Women's 2023,$559.99,https://www.evo.com/snowboards/gnu-barrett-c3-snowboard-womens-2023,"The GNU Barrett C3 Snowboard is GNU's ultimate weapon for big mountain riding. Featuring the camber-dominant C3 contour and a focused directional shape, this board is powerful, precise, and poppy when driving down the fall line. It is equipped with GNU's fastest base, sturdiest core, and two Carbon Power Bands to add long lasting life and top-notch response. If you find your days on the mountain are spent playing around in the steeps, carving up couloirs and dropping cliffs, the Barrett is the perfect board for you.","All-Mountain, Freeride",Advanced-Expert,Camber/Rocker/Camber,Directional,Stiff,"Carbon, Wood",1 Year
Snowboard,Arbor Cheater Rocker Snowboard - Kids' 2024,$299.95,https://www.evo.com/snowboards/arbor-cheater-rocker-snowboard-kids,"Cheater cheater pumpkin eater! The Arbor Cheater Rocker Snowboard helps them skip the awkward phase and progress their riding with ease. This board has all the features of its adult companions, with System Rocker that's catch free and easy to control. It's all the Arbor performance you love in a package made for enthusiastic mini shredders.",All-Mountain,Beginner-Intermediate,Rocker,True Twin,Soft,Wood,3 Years
